User,Location,Review Date,Rating,Review Highlight,Review,Date of Experience
donna,GB,"Nov 24, 2024",5,I had a small setting problem after…,patience polite,"November 24, 2024"
Shahida,GB,"Nov 24, 2024",5,Quick and efficient,Anum was very helpful explaining how to switch my mobile plan.,"November 24, 2024"
Harshil Anadkat,GB,"Nov 24, 2024",5,Thanks a lot,"Siddhant Vardha was extremely helpful with my issue, it only took two minutes to resolve. Thank you!","November 24, 2024"
Zoe,GB,"Nov 24, 2024",5,Great efficiency and Great service!,Trafin Rathod was very helpful courteous and efficient. It was good to find the contact number quite easily and speak to someone who could resolve the problem without passing me to another department. I will keep recommending Lebara. Their customer service was great compared to most other companies. Well done Lebara.,"November 24, 2024"
Alexandra,GB,"Nov 24, 2024",5,The agent that helped me,Very helpful and efficient,"November 24, 2024"
Giorgio bauduin,GB,"Nov 24, 2024",5,The man was very very nice and make a…,"It was a great experience was amazed at how much Lebara had to offer but the agent Anurag Tripathi was very informative and helpful and has the knowledge about the product he guided me through the process in a very good way very professional and helpful seems to know his product very well I was impressed by him keep it up,","November 24, 2024"
Benzy M,GB,"Nov 24, 2024",5,Fantastic cheap plans with EXCELLENT…,Sarfraz dealt with my query quickly and understood what assistance I needed. Excellent.,"November 11, 2024"
Nico,GB,"Nov 23, 2024",5,"Easy to use, good value, great service",Akshay was lovely. The upgrade process was so easy and really quick. Great customer service.  Thanks Askhay.,"November 23, 2024"
chris smith,GB,"Nov 23, 2024",5,I always find the help line to be…,"I was listened to,  understood and then helped.","November 23, 2024"
Rowena Marcuap,GB,"Nov 23, 2024",5,Very good and easy to talk with the…,Very efficient customer service and I was very happy with the agent and her service..Thank you Lebara customer services,"November 23, 2024"
Martin Martin,GB,"Updated Nov 25, 2024",1,Not for the first time Lebara have…,Agent was very kind and gave great service,"November 23, 2024"
DM,GB,"Nov 23, 2024",5,Excellent customer service today from…,Excellent providerBrilliant customer serviceReally good bundlesGreat value for moneyNever not got a signal,"November 21, 2024"
Jaya Rajamanie,GB,"Nov 23, 2024",5,Arnold was very helpful earlier when I…,(Aadesh) Explained everything,"November 23, 2024"
Hannah,GB,"Nov 23, 2024",5,Sangita was very helpful,"Great customer support, great deals.  Charles is a star!I made an incorrect purchase, and contacted Live Chat.  Charles picked up the chat session, understood my problem quickly, and sorted it out in no time at all.  He cancelled the purchase, gave me details of the refund, and pointed out that moneysavingsexpert has fantastic special deals for Lebara SIMs.All in all, a very pleasant customer service experience, quite different from most!","November 23, 2024"
PT,GB,"Nov 23, 2024",4,Helpful,My experience it's the advisor service it's nice and very fast  service sorted and helping  I'm very hepy with my lebara THANK YOU SO MUCH 😊,"November 23, 2024"
Chris Bland-Ward,GB,"Nov 23, 2024",5,Thank you to Mukesh who did a great job…,the agent Aman Singh was able to resolve the issue i had and even found me a better plan,"November 23, 2024"
Demccann,GB,"Nov 23, 2024",5,Neha was particularly helpful…,"After many weeks of trying to increase the number of rings before call going to voicemail, and many calls to Lebara, Sangita came to the rescue. Patient, polite, articulateand very efficient - couldn't ask for more. Problem solved  - many thanks, Sangita.","November 23, 2024"
Gagan Kaur,GB,"Nov 23, 2024",5,Aniket was absolutely brilliant on the…,being a new customer with Lebara I needed to have a few questions answered and called the helpline. Prakriti  was so helpful and efficient in solving my concerns. She was delightful to talk to and is a real credit to Lebara.,"November 23, 2024"
Warren C,GB,"Nov 23, 2024",5,Help desk staff Akshay provide me a…,Had a simple case of data not applying and Juveriya helped me out within 5m. Fast speedy and effective.,"November 24, 2024"
jackie Taylor,GB,"Updated Nov 27, 2024",5,Tried to contact by phone,Sanket was very helpful,"November 23, 2024"
Mortal Love,GB,"Updated Nov 23, 2024",3,Not what it says on the tin,Imran was a great help to solve my problems.,"November 19, 2024"
Prejith K S,GB,"Nov 23, 2024",5,The customer service agent Ashpak is…,"Had a problem with a new sim. Called and Madhuri solved in 1 mins.Great service, thanks.","November 23, 2024"
Alena Mironova,GB,"Nov 23, 2024",5,Kayzer (member of staff who helped on…,"This was the first time I'd ever tried porting my phone number to a new SIM. Arnold handled it for Lebara, and it all went so smoothly!. Almost no effort or input from me.","November 23, 2024"
Peter Alawode,GB,"Nov 23, 2024",4,Jitendra was absolutely helpful,Akshay was very good with answering all my queries and giving the information I wanted. Many thanks,"November 23, 2024"
Anthony,GB,"Nov 23, 2024",5,Lebara live chat.,Quick response,"November 23, 2024"
hi,GB,"Nov 23, 2024",5,Sagar H help me to swap my phone number…,Aadesh was really helpful solving my problems. Moreover he gave me advice what to do in the future. It was a nice experience.,"November 23, 2024"
Simon,GB,"Nov 23, 2024",5,First Class Service…,Juveriya Is so helpful!! Solve my problem in a second !!! Thank you~,"November 23, 2024"
R Wayne,GB,"Nov 23, 2024",5,Great service from Shan,It was Mr. Suraj.S who patiently listened and resolved the issue without any hassle.,"November 23, 2024"
Sanda Salajan,GB,"Nov 23, 2024",5,I had a more than great experience with…,Excellent customer service fron Shweta Parbathi,"November 23, 2024"
Siri Sammeta,IN,"Nov 23, 2024",5,We informed our issue of out going…,"I spoke to Salomi, who dealt with my query very rapidly. The chat was less than 5 mins and all questions answered. I think you should buy Salomi a coffee or drink of her choice.Thank you Salomi","November 23, 2024"
Bernard Wiles,GB,"Nov 23, 2024",1,Rubbish,"My experience with Nitin today was so helpful even when I made a mistake trying to recharge my Lebara line, Nitin was so kind explaining in details on to manage my line thank you so much for making Lebara so easy to use.","July 14, 2024"
Mrs Jeffs,GB,"Nov 23, 2024",5,Helpful and polite,"This is why I left Lycamobile and switched to Lebara. The customer service with Lebara is impressive whereas Lycamobile run off with your money and repeatedly cut the call before solving anything. Lebara always look after their customers needs and put them first without fail. If the call cuts off they always ring back. Today's agent, Kausthube Rithe, was polite and courteous and dealt with my queries with efficiency and open-handedness. I could never thank him enough. 10 stars out of 5 for his service wouldn't do it any justice.","November 23, 2024"
khanoba catherine,GB,"Nov 23, 2024",5,Preeti was great and very helpful,I contacted Lebara to help me change my plan.There was a negligle wait time and I was quickly and efficiently guided through the process (by Sahil Sable).By the end of the call I had the plan set up that I wanted.Great!,"November 23, 2024"
Seema Thobhani,GB,"Nov 23, 2024",5,Patnaik was really good in serving us,"Got everything sorted in one attempt,  very pleasant and helpful customer service guy Called Shan....  very clear and patient....Ten out of Ten...","November 23, 2024"
Thain,GB,"Nov 23, 2024",5,"Positive Review on Chat, Ashpak",Had a minor data issue which Sagar H resolved quickly and efficiently. Tariff spot on for me. Many thanks Lebara.,"November 23, 2024"
Bruno,BR,"Nov 23, 2024",5,SIM card support.,Shan is very good oprater and helped me for new plan. Many many thanks to shan,"November 23, 2024"
Lee Daniel,GB,"Nov 23, 2024",5,They don’t increase the fee every year…,It was really great talking to Shweta pardeshi as he was very understanding and was quick to resolve my issue for me.,"November 23, 2024"
Kiwi,GB,"Nov 23, 2024",5,Aditya was really helpful and fixed a…,Helpful and knowledgable agent,"November 23, 2024"
Kamalpreet,GB,"Nov 23, 2024",5,He deal my problem like his own problem,"Absolute rubbish. 3 weeks and still no SIM card, despite contacting them on 3 occasions. Customer service is a joke. Unhelpful and just make you even more annoyed. They have now promised to cancel my subscription and give me a refund. I'll believe it when I see it!","November 23, 2024"
Banday Jyothi,GB,"Nov 23, 2024",5,Customer care is very good and response…,Shweta pardesi gave a prompt response her customer service was excellent,"November 23, 2024"
Kaleem,NL,"Nov 23, 2024",5,The best uk network,My experience with lebera has been great! Service is quick and Siddhant Vardha was very helpful and patient,"November 22, 2024"
Gordon Platt,GB,"Nov 23, 2024",5,Lebara plan change.,"Sagar.H has help me with some things I am struggling yesterday. He solved my problem in just few minutes it was very convenient. I am happy to be a Lebara 2 years customer:) Keep doing well. Hope you guys lanuch any offers for your old customers or a student discounts.Cheers,","November 23, 2024"
ebeena,GB,"Nov 23, 2024",5,Good communication,My call was answered very quickly by Mahesh. He patiently worked through my problem and sorted the issue. Many thanks!,"November 23, 2024"
ghh,GB,"Nov 23, 2024",5,patience polite,"Fabulous, efficient and super helpful 🙂  Thank you Pradyumna, for your great customer service 🙏","November 23, 2024"
Shanker,GB,"Nov 23, 2024",5,He did a good job,He is very kind,"November 23, 2024"
Kerr,GB,"Nov 23, 2024",5,Anum was very helpful explaining how to…,"Recently, I encountered an issue when purchasing a £1.25 50GB phone card package. Initially, I mistakenly thought the payment would be deducted from my top-up balance, so I added £5 to my account. However, the payment failed, and I realized that the package cost must be paid via a bank card. This left me unsure of how to resolve the issue.I then contacted customer service, and Aditya's assistance was exceptional. He patiently verified the package details on my number and explained how to reactivate the previous plan through the account dashboard. When I learned that my top-up balance couldn’t be used directly for the package payment, he proactively offered to process a refund for the £5 top-up. The entire process was clear and efficient, greatly alleviating my concerns.The experience highlighted the professionalism and efficiency of the customer support team. If I need assistance in the future, I wouldn’t hesitate to reach out to them again.","November 23, 2024"
